,id,pid,ms_subclass,ms_zoning,lot_frontage,lot_area,street,alley,lot_shape,land_contour,utilities,lot_config,land_slope,neighborhood,bldg_type,house_style,overall_qual,overall_cond,year_built,year_remod/add,roof_style,roof_matl,mas_vnr_type,mas_vnr_area,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmt_unf_sf,total_bsmt_sf,heating,heating_qc,central_air,electrical,1st_flr_sf,2nd_flr_sf,low_qual_fin_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,functional,fireplaces,fireplace_qu,garage_type,garage_yr_blt,garage_finish,garage_cars,garage_area,garage_qual,garage_cond,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,pool_area,pool_qc,fence,misc_feature,misc_val,mo_sold,yr_sold,sale_type,saleprice,frontage_pct,total_porch_sf,total_sf,has_pool,has_garage,has_basement,has_porch,Artery,Feedr,PosA,PosN,RRAe,RRAn,RRNe,RRNn,AsphShn,Brk Cmn,BrkComm,BrkFace,CBlock,CemntBd,CmentBd,HdBoard,ImStucc,MetalSd,Plywood,Stone,Stucco,VinylSd,Wd Sdng,Wd Shng,WdShing,bsmt_sf_ALQ,bsmt_sf_BLQ,bsmt_sf_GLQ,bsmt_sf_LwQ,bsmt_sf_NA,bsmt_sf_Rec,bsmt_sf_Unf,total_bath
1141,1321,902401120,75,RM,75.0,13500,Pave,NA,3,Lvl,AllPub,Inside,2,OldTown,1Fam,2.5Unf,10,9,1893,2000,Gable,CompShg,None,0.0,5,5,BrkTil,3.0,3.0,1.0,1237.0,1237.0,GasA,4,Y,SBrkr,1521,1254,0,2775,0.0,0.0,3,1,3,1,4,9,8,1,4,Detchd,1988.0,1.0,2.0,880.0,4,3,2,105,502,0,0,0,0,0,0,NA,0,7,2008,WD ,325000,0.00844833865025707,607,4619.0,0,1,1,1,1,0,1,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5
1178,711,902206260,30,RM,50.0,5784,Pave,NA,3,Lvl,AllPub,Inside,2,OldTown,1Fam,1Story,5,8,1938,1996,Gable,CompShg,None,0.0,3,3,BrkTil,2.0,3.0,1.0,190.0,190.0,GasA,4,Y,FuseA,886,0,0,886,0.0,0.0,1,0,2,1,3,4,8,0,0,Attchd,1938.0,1.0,1.0,273.0,3,3,2,144,20,80,0,0,0,0,0,NA,0,12,2009,WD ,91300,0.00844833865025707,244,1320.0,0,1,1,1,1,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1190,1324,902406020,20,RM,65.0,9750,Pave,NA,3,Lvl,AllPub,Inside,2,OldTown,1Fam,1Story,5,6,1959,1959,Gable,CompShg,BrkFace,164.0,3,3,CBlock,3.0,3.0,1.0,784.0,984.0,GasA,4,Y,SBrkr,984,0,0,984,1.0,0.0,1,0,2,1,2,5,8,0,0,Detchd,1959.0,1.0,1.0,308.0,3,3,0,0,0,0,0,0,0,0,0,NA,0,6,2008,WD ,110000,0.00844833865025707,0,1968.0,0,1,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,1.0
1191,1986,902205130,30,RM,50.0,6000,Pave,NA,3,Lvl,AllPub,Inside,2,OldTown,1Fam,1Story,4,4,1920,1950,Hip,CompShg,None,0.0,3,3,PConc,3.0,3.0,1.0,710.0,960.0,GasA,4,Y,FuseA,960,0,0,960,0.0,0.0,1,0,2,1,2,5,8,0,0,Detchd,1997.0,1.0,1.0,308.0,3,3,2,0,0,168,0,0,0,0,0,NA,0,7,2007,WD ,108500,0.00844833865025707,168,2088.0,0,1,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,2,0,0,0,0,0,0.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1193,180,902206220,50,RM,69.0,11851,Pave,NA,3,Lvl,AllPub,Inside,2,OldTown,1Fam,1.5Fin,5,7,1948,2009,Gable,CompShg,None,0.0,3,4,BrkTil,3.0,3.0,1.0,247.0,1027.0,GasA,5,Y,SBrkr,1027,606,0,1633,0.0,0.0,1,0,3,1,4,7,8,1,4,Detchd,1948.0,1.0,1.0,240.0,3,3,2,0,100,126,0,0,0,0,0,NA,0,6,2010,WD ,129000,0.00844833865025707,226,2886.0,0,1,1,1,1,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,780.0,0.0,0.0,0.0,0.0,0.0,1.0
1204,1299,902136110,50,RM,44.0,5914,Pave,Grvl,3,Lvl,AllPub,Inside,2,OldTown,1Fam,1.5Fin,5,9,1890,1996,Gable,CompShg,None,0.0,3,3,BrkTil,2.0,3.0,1.0,684.0,684.0,GasA,4,Y,SBrkr,684,396,0,1080,0.0,0.0,1,0,3,1,4,5,8,0,0,NA,0.0,0.0,0.0,0.0,0,0,0,0,165,30,0,0,0,0,0,NA,0,9,2008,WD ,95000,0.00844833865025707,195,1959.0,0,0,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,1,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1212,2027,903426010,70,RM,48.1555303064653,5700,Pave,NA,2,Lvl,AllPub,Corner,2,OldTown,1Fam,2Story,7,6,1929,1990,Gable,CompShg,None,0.0,3,3,BrkTil,3.0,3.0,1.0,336.0,672.0,GasA,4,N,FuseA,672,672,0,1344,1.0,0.0,1,1,3,1,4,6,8,1,4,Attchd,1979.0,1.0,2.0,456.0,3,3,2,0,0,70,0,0,0,0,4,NA,0,9,2007,WD ,140000,0.00844833865025707,70,2086.0,0,1,1,1,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,336.0,0.0,1.5
1220,176,902125160,30,RM,47.0,4608,Pave,NA,3,Lvl,AllPub,Corner,2,OldTown,1Fam,1Story,4,6,1945,1950,Gable,CompShg,None,0.0,3,4,CBlock,3.0,3.0,1.0,747.0,747.0,GasA,3,Y,SBrkr,747,0,0,747,0.0,0.0,1,0,2,1,3,4,8,0,0,Attchd,1945.0,1.0,1.0,220.0,3,3,2,0,0,0,0,0,0,0,0,NA,0,6,2010,WD ,80000,0.00844833865025707,0,1494.0,0,1,1,0,1,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1222,1326,902427045,20,RM,70.0,12702,Pave,NA,3,Lvl,AllPub,Inside,2,OldTown,1Fam,1Story,5,5,1956,1956,Gable,CompShg,None,0.0,3,3,PConc,0.0,0.0,0.0,0.0,0.0,GasA,4,Y,FuseA,882,0,0,882,0.0,0.0,1,0,2,1,3,4,8,0,0,Detchd,1956.0,1.0,1.0,308.0,3,3,2,0,45,0,0,0,0,0,0,NA,0,12,2008,WD ,97000,0.00844833865025707,45,927.0,0,1,0,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,2,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1234,178,902206040,50,RM,50.0,5500,Pave,NA,3,Lvl,AllPub,Corner,2,OldTown,1Fam,1.5Fin,5,7,1929,2001,Gable,CompShg,None,0.0,3,3,BrkTil,3.0,3.0,1.0,0.0,926.0,GasA,3,Y,SBrkr,926,0,390,1316,1.0,0.0,1,0,3,1,3,6,8,0,0,Detchd,1974.0,1.0,2.0,484.0,3,3,2,0,0,0,0,0,0,0,0,NA,0,4,2010,WD ,130000,0.00844833865025707,0,1852.0,0,1,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,2,0.0,0.0,692.0,0.0,0.0,234.0,0.0,0.0,0.0,1.0
1235,1975,902105110,70,RM,60.0,9600,Pave,Grvl,3,Lvl,AllPub,Inside,2,OldTown,1Fam,2Story,5,7,1910,2002,Gable,CompShg,None,0.0,3,4,BrkTil,2.0,2.0,1.0,264.0,264.0,GasA,5,Y,SBrkr,768,664,0,1432,0.0,0.0,2,0,2,1,3,7,8,0,0,Detchd,1910.0,1.0,2.0,360.0,3,4,2,270,0,112,0,0,0,0,4,NA,0,5,2007,WD ,132000,0.00844833865025707,382,2078.0,0,1,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
1247,2604,535381060,50,RL,60.0,10410,Pave,Grvl,3,Lvl,AllPub,Corner,2,OldTown,1Fam,1.5Fin,3,4,1915,1950,Gable,CompShg,None,0.0,3,3,PConc,3.0,3.0,1.0,672.0,672.0,GasA,3,Y,SBrkr,694,520,0,1214,0.0,0.0,1,0,3,1,3,6,8,0,0,Detchd,1998.0,1.0,3.0,936.0,3,3,2,216,0,160,0,0,0,0,3,NA,0,1,2006,WD ,105000,0.00844833865025707,376,2262.0,0,1,1,1,1,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1251,1316,902306130,70,RM,60.0,9600,Pave,NA,3,Lvl,AllPub,Inside,2,OldTown,1Fam,2Story,7,9,1928,2005,Gambrel,CompShg,None,0.0,3,5,BrkTil,3.0,3.0,1.0,548.0,689.0,GasA,5,Y,SBrkr,689,689,0,1378,0.0,0.0,2,0,3,1,4,7,8,1,4,Detchd,1928.0,1.0,2.0,360.0,3,3,0,0,0,116,0,0,0,0,0,NA,0,10,2008,WD ,161000,0.00844833865025707,116,2183.0,0,1,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.0,0.0,2.0
1302,185,902327040,50,RM,60.0,10800,Pave,NA,3,Lvl,AllPub,Inside,2,OldTown,1Fam,1.5Fin,5,6,1915,1950,Gable,CompShg,None,0.0,3,4,PConc,2.0,3.0,1.0,0.0,686.0,GasA,3,Y,SBrkr,966,686,0,1652,1.0,0.0,2,0,4,1,3,7,8,0,0,Detchd,1961.0,1.0,1.0,416.0,3,3,2,0,0,196,0,0,0,0,0,Shed,1200,6,2010,WD ,139000,0.00844833865025707,196,2534.0,0,1,1,1,1,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,686.0,0.0,0.0,0.0,2.0
1307,2637,902100130,70,RM,57.0,9906,Pave,Grvl,3,Lvl,AllPub,Inside,2,OldTown,1Fam,2Story,4,4,1925,1950,Gable,CompShg,None,0.0,3,3,CBlock,3.0,3.0,1.0,686.0,686.0,GasA,2,N,SBrkr,810,518,0,1328,0.0,0.0,1,0,3,1,3,8,8,0,0,Detchd,1940.0,1.0,1.0,210.0,3,3,2,0,172,60,0,0,0,0,0,NA,0,9,2006,WD ,107000,0.00844833865025707,232,2246.0,0,1,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1312,752,903429110,70,RM,68.0,9928,Pave,Grvl,3,Lvl,AllPub,Inside,2,OldTown,1Fam,2Story,7,8,1915,1994,Gable,CompShg,None,0.0,3,4,BrkTil,3.0,3.0,1.0,672.0,672.0,GasA,2,Y,SBrkr,1272,672,0,1944,0.0,0.0,2,0,3,1,3,8,6,0,0,Detchd,1915.0,1.0,1.0,216.0,3,3,0,24,28,0,0,0,0,0,0,Shed,400,6,2009,WD ,179900,0.00844833865025707,52,2668.0,0,1,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
1317,2596,535375040,30,RL,60.0,10410,Pave,Grvl,3,Lvl,AllPub,Inside,2,OldTown,1Fam,1Story,3,8,1930,2001,Gable,CompShg,None,0.0,3,4,PConc,3.0,3.0,1.0,713.0,713.0,GasA,5,Y,SBrkr,713,0,0,713,0.0,0.0,1,0,2,1,4,5,8,0,0,Detchd,1936.0,1.0,1.0,371.0,2,2,0,0,75,161,0,0,0,0,0,NA,0,10,2006,WD ,99800,0.00844833865025707,236,1662.0,0,1,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1318,2002,902408080,70,RM,60.0,10800,Pave,Grvl,3,Bnk,AllPub,Inside,2,OldTown,1Fam,2Story,7,8,1890,1998,Gable,CompShg,None,0.0,3,4,BrkTil,3.0,3.0,1.0,718.0,718.0,GasA,5,Y,SBrkr,1576,978,0,2554,0.0,0.0,1,1,3,1,3,8,8,0,0,Detchd,1996.0,1.0,2.0,704.0,3,3,1,0,48,143,0,0,0,0,0,NA,0,7,2007,WD ,159500,0.00844833865025707,191,3463.0,0,1,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5
1328,1949,535378080,50,RL,60.0,10284,Pave,NA,3,Lvl,AllPub,Corner,2,OldTown,1Fam,1.5Fin,4,7,1925,1993,Gable,CompShg,None,0.0,3,3,CBlock,3.0,3.0,2.0,55.0,1151.0,GasA,5,Y,SBrkr,845,436,0,1281,1.0,0.0,2,0,1,1,3,6,5,0,0,Detchd,1978.0,1.0,2.0,580.0,3,3,2,0,0,0,0,0,0,0,0,NA,0,8,2007,WD ,128500,0.00844833865025707,0,2432.0,0,1,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,2,0,0,0,0,0,0.0,0.0,1030.0,0.0,0.0,66.0,0.0,0.0,0.0,2.0
1340,2642,902106090,70,RM,58.0,6451,Pave,Grvl,3,Lvl,AllPub,Inside,2,OldTown,1Fam,2Story,7,7,1900,1970,Gable,CompShg,None,0.0,3,3,Stone,3.0,3.0,1.0,504.0,712.0,GasA,4,Y,SBrkr,848,580,0,1428,1.0,0.0,1,0,4,1,3,7,8,0,0,Detchd,1985.0,0.0,2.0,576.0,3,3,2,264,0,84,0,0,0,0,0,NA,0,5,2006,WD ,139900,0.00844833865025707,348,2488.0,0,1,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208.0,0.0,1.0
1359,716,902325070,75,RM,90.0,8100,Pave,NA,3,Lvl,AllPub,Corner,2,OldTown,1Fam,2.5Unf,5,5,1898,1965,Hip,CompShg,None,0.0,3,3,PConc,3.0,3.0,1.0,849.0,849.0,GasA,3,N,FuseA,1075,1063,0,2138,0.0,0.0,2,0,2,3,3,11,8,0,0,Detchd,1910.0,1.0,2.0,360.0,2,1,0,40,156,0,0,0,0,0,3,NA,0,11,2009,WD ,106000,0.00844833865025707,196,3183.0,0,1,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
1364,1293,902109110,50,RM,63.0,11426,Pave,NA,3,Lvl,AllPub,Inside,2,OldTown,1Fam,1.5Fin,7,5,2003,2003,Gable,CompShg,None,0.0,3,3,PConc,4.0,3.0,1.0,1362.0,1362.0,GasA,5,Y,SBrkr,1362,720,0,2082,0.0,0.0,2,1,3,1,4,6,5,0,0,Detchd,2003.0,1.0,2.0,484.0,3,3,0,280,238,0,0,0,0,0,0,NA,0,6,2008,WD ,200000,0.00844833865025707,518,3962.0,0,1,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5
1381,2601,535379100,30,RL,60.0,10800,Pave,Grvl,3,Lvl,AllPub,Inside,2,OldTown,1Fam,1Story,5,6,1920,1950,Hip,CompShg,None,0.0,3,3,BrkTil,3.0,3.0,1.0,299.0,1120.0,GasA,5,Y,SBrkr,1130,0,0,1130,1.0,0.0,1,0,2,1,3,5,8,1,4,Detchd,1970.0,1.0,2.0,720.0,3,3,2,229,0,0,0,0,0,0,0,NA,0,6,2006,WD ,120000,0.00844833865025707,229,2479.0,0,1,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,821.0,0.0,1.0
1384,701,902109130,190,RM,63.0,7627,Pave,NA,3,Lvl,AllPub,Corner,2,OldTown,2fmCon,2Story,4,6,1920,1950,Gable,CompShg,None,0.0,2,3,BrkTil,2.0,1.0,1.0,600.0,600.0,GasA,4,N,SBrkr,1101,600,0,1701,0.0,0.0,2,0,4,2,2,8,8,0,0,NA,0.0,0.0,0.0,0.0,0,0,0,0,0,148,0,0,0,0,0,NA,0,10,2009,WD ,94550,0.00844833865025707,148,2449.0,0,0,1,1,1,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
1395,174,902110090,20,RM,69.0,5805,Pave,Grvl,3,Bnk,AllPub,Inside,1,OldTown,1Fam,1Story,5,7,1957,1957,Hip,CompShg,None,0.0,3,3,CBlock,3.0,3.0,2.0,0.0,1347.0,GasA,4,Y,SBrkr,1347,0,0,1347,1.0,1.0,1,0,3,1,4,6,8,0,0,Detchd,1957.0,1.0,2.0,551.0,3,3,2,0,0,0,0,0,0,0,0,NA,0,6,2010,WD ,143000,0.00844833865025707,0,2694.0,0,1,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,2,0,0,0,0,0,0.0,0.0,0.0,274.0,0.0,0.0,0.0,1073.0,0.0,1.0
1400,1978,902107050,90,RM,60.0,7200,Pave,Grvl,3,Lvl,AllPub,Inside,2,OldTown,Duplex,SFoyer,5,5,1980,1980,Gable,CompShg,BrkFace,180.0,3,3,CBlock,4.0,3.0,4.0,0.0,936.0,GasA,3,Y,SBrkr,936,0,0,936,1.0,0.0,1,0,2,1,3,4,8,0,0,Detchd,1980.0,1.0,2.0,672.0,3,3,2,49,0,0,0,0,0,0,0,NA,0,8,2007,WD ,140000,0.00844833865025707,49,1921.0,0,1,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,936.0,0.0,0.0,0.0,0.0,1.0
1407,1288,902105010,70,RM,80.0,4800,Pave,Grvl,3,Lvl,AllPub,Inside,2,OldTown,1Fam,2Story,5,5,1910,2003,Gable,CompShg,None,0.0,3,3,BrkTil,3.0,2.0,1.0,680.0,680.0,GasA,2,N,SBrkr,680,680,0,1360,0.0,0.0,1,0,2,1,3,6,8,0,0,Attchd,1910.0,1.0,1.0,330.0,2,3,2,192,50,0,0,0,0,0,0,NA,0,1,2008,WD ,111000,0.00844833865025707,242,2282.0,0,1,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1417,656,535375050,50,RL,60.0,10410,Pave,NA,3,Lvl,AllPub,Inside,2,OldTown,1Fam,1.5Fin,5,7,1916,1987,Gable,CompShg,None,0.0,3,3,CBlock,2.0,3.0,1.0,660.0,660.0,GasA,5,Y,SBrkr,808,704,144,1656,0.0,0.0,2,1,3,1,3,8,6,0,0,Detchd,1916.0,1.0,1.0,180.0,2,2,0,0,0,0,140,0,0,0,3,NA,0,8,2009,WD ,135000,0.00844833865025707,140,2312.0,0,1,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5
1422,2606,535382130,50,RL,60.0,10800,Pave,Grvl,3,Lvl,AllPub,Inside,2,OldTown,1Fam,1.5Fin,5,8,1936,1989,Gable,CompShg,None,0.0,3,3,CBlock,2.0,3.0,1.0,170.0,796.0,GasA,4,Y,SBrkr,1096,370,0,1466,0.0,1.0,2,0,3,1,4,7,7,1,3,Attchd,1950.0,1.0,2.0,566.0,3,3,2,436,21,0,0,0,0,0,0,Shed,500,4,2006,WD ,170000,0.00844833865025707,457,2719.0,0,1,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,2,0.0,0.0,626.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
1439,1296,902128075,30,RM,60.0,5400,Pave,NA,3,Lvl,AllPub,Inside,2,OldTown,1Fam,1Story,7,6,1920,2006,Gable,CompShg,None,0.0,4,3,CBlock,3.0,3.0,1.0,931.0,931.0,GasA,3,Y,SBrkr,1027,0,0,1027,0.0,1.0,1,0,2,1,4,5,8,1,3,NA,0.0,0.0,0.0,0.0,0,0,0,0,28,0,0,0,0,0,0,NA,0,2,2008,WD ,120000,0.00844833865025707,28,1986.0,0,0,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1443,2666,902400090,30,RM,84.0,11340,Pave,NA,3,Lvl,AllPub,Corner,2,OldTown,1Fam,1Story,6,5,1923,1950,Gable,CompShg,None,0.0,3,3,BrkTil,3.0,3.0,1.0,1200.0,1200.0,GasA,3,Y,FuseA,1200,0,0,1200,0.0,0.0,1,0,4,1,3,7,8,0,0,Detchd,1923.0,1.0,1.0,312.0,2,2,2,0,0,228,0,0,0,0,0,NA,0,3,2006,WD ,125000,0.00844833865025707,228,2628.0,0,1,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1444,662,535382100,70,RL,60.0,7200,Pave,NA,3,Lvl,AllPub,Corner,2,OldTown,1Fam,2Story,7,9,1910,2008,Gable,CompShg,None,0.0,4,4,PConc,3.0,3.0,1.0,560.0,560.0,GasA,5,Y,SBrkr,930,760,0,1690,0.0,0.0,2,0,4,1,4,5,8,0,0,Detchd,2008.0,1.0,2.0,624.0,3,3,2,0,0,112,0,0,0,0,0,NA,0,8,2009,WD ,156500,0.00844833865025707,112,2362.0,0,1,1,1,1,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
1484,2664,902329070,70,RM,60.0,3600,Pave,Grvl,3,Lvl,AllPub,Inside,2,OldTown,1Fam,2Story,6,7,1910,1993,Gable,CompShg,None,0.0,3,3,CBlock,3.0,3.0,1.0,684.0,684.0,GasA,5,N,FuseA,684,684,0,1368,0.0,0.0,1,0,3,1,3,7,8,0,0,Detchd,1930.0,1.0,1.0,216.0,3,2,0,0,158,0,0,0,0,0,0,NA,0,10,2006,WD ,114504,0.00844833865025707,158,2210.0,0,1,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1488,2662,902325160,50,RM,63.0,5000,Pave,NA,3,Lvl,AllPub,Corner,2,OldTown,1Fam,1.5Fin,5,4,1900,1950,Gable,CompShg,None,0.0,3,3,BrkTil,3.0,3.0,1.0,540.0,540.0,GasA,4,N,FuseA,889,551,0,1440,0.0,0.0,1,0,3,1,3,6,8,0,0,Attchd,1940.0,1.0,1.0,352.0,2,3,2,0,0,77,0,0,0,0,0,NA,0,4,2006,WD ,79000,0.00844833865025707,77,2057.0,0,1,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1511,1948,535376010,45,RL,55.0,5500,Pave,NA,3,Lvl,AllPub,Inside,2,OldTown,1Fam,1.5Unf,4,6,1956,1956,Gable,CompShg,None,0.0,3,3,CBlock,3.0,3.0,1.0,882.0,882.0,GasA,5,Y,SBrkr,882,0,0,882,0.0,0.0,1,0,1,1,3,4,8,0,0,NA,0.0,0.0,0.0,0.0,0,0,2,0,0,0,0,0,0,0,3,NA,0,4,2007,WD ,103200,0.00844833865025707,0,1764.0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1564,710,902205030,50,RM,50.0,5925,Pave,NA,3,Lvl,AllPub,Inside,2,OldTown,1Fam,1.5Fin,3,6,1910,1950,Gable,CompShg,None,0.0,3,3,BrkTil,3.0,3.0,1.0,600.0,600.0,Grav,2,N,SBrkr,600,368,0,968,0.0,0.0,1,0,2,1,3,6,8,0,0,NA,0.0,0.0,0.0,0.0,0,0,2,0,0,0,0,0,0,0,2,NA,0,5,2009,WD ,37900,0.00844833865025707,0,1568.0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1591,1981,902128160,30,RM,60.0,7200,Pave,NA,3,Lvl,AllPub,Inside,2,OldTown,1Fam,1Story,5,8,1940,1950,Gable,CompShg,Stone,279.0,3,3,CBlock,3.0,3.0,1.0,808.0,808.0,GasA,5,Y,SBrkr,1072,0,0,1072,0.0,0.0,1,0,2,1,3,5,8,2,4,Detchd,1940.0,1.0,2.0,379.0,3,3,2,0,0,0,0,0,0,0,0,NA,0,5,2007,WD ,130000,0.00844833865025707,0,1880.0,0,1,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1595,1310,902300260,75,RM,53.0,5350,Pave,NA,3,Lvl,AllPub,Corner,2,OldTown,1Fam,2Story,7,8,1920,1965,Gable,CompShg,None,0.0,3,3,BrkTil,3.0,3.0,1.0,508.0,624.0,GasA,5,Y,SBrkr,730,720,0,1450,0.0,0.0,1,0,3,1,3,7,8,0,0,Detchd,1935.0,1.0,1.0,288.0,3,3,2,0,192,0,0,0,0,0,3,NA,0,3,2008,WD ,132000,0.00844833865025707,192,2266.0,0,1,1,1,1,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,1.0,0.0,0.0,116.0,0.0,0.0,0.0,0.0,0.0,1.0
